trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1164,False,"{'a': 0.5, 'e': 0.030280585947444313}",35,16,32.755319715619756,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.5, 'e': 0.03018974418960198}",25,10,27.380914781485785,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.5, 'e': 0.030099174957033174}",25,5,26.518144952782084,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.5, 'e': 0.030008877432162073}",20,0,32.2656198775035,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.5, 'e': 0.029918850799865587}",20,9,20.563823727043644,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.5, 'e': 0.029829094247465993}",25,19,9.23545189613429,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.5, 'e': 0.029739606964723594}",20,6,22.66997213121759,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.5, 'e': 0.029650388143829424}",20,4,25.825201000346354,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.5, 'e': 0.029561436979397934}",25,14,20.22670322806558,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.5, 'e': 0.02947275266845974}",30,13,-26.411071218957236,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1174,False,"{'a': 0.5, 'e': 0.02938433441045436}",20,14,13.893581278564346,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.5, 'e': 0.029296181407223}",25,14,20.605858741038173,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.5, 'e': 0.02920829286300133}",20,0,33.45279415629412,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1177,False,"{'a': 0.5, 'e': 0.029120667984412325}",25,4,41.01400641567617,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.5, 'e': 0.029033305980459088}",30,19,22.581083791587726,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.5, 'e': 0.028946206062517712}",30,18,24.240852586705756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.5, 'e': 0.028859367444330156}",25,8,23.987153531669595,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.5, 'e': 0.028772789341997167}",30,10,34.978074017522395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.5, 'e': 0.028686470973971177}",20,2,28.939515065951696,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.5, 'e': 0.028600411561049262}",20,16,8.225264950736744,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.5, 'e': 0.028514610326366114}",30,4,43.514853467997604,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.5, 'e': 0.028429066495387015}",20,13,11.224180467227376,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.5, 'e': 0.028343779295900855}",20,13,11.510094255934293,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.5, 'e': 0.028258747958013152}",20,10,19.3812996236656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.5, 'e': 0.02817397171413911}",25,15,15.438772361082064,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.5, 'e': 0.028089449798996694}",25,10,26.893555579210556,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.5, 'e': 0.028005181449599705}",20,6,24.720845113669938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.5, 'e': 0.027921165905250907}",25,1,40.829913417674355,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.5, 'e': 0.027837402407535152}",25,15,16.671072207055737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.5, 'e': 0.027753890200312548}",20,9,19.00607660800198,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.5, 'e': 0.02767062852971161}",25,11,23.60346515547388,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.5, 'e': 0.027587616644122473}",25,9,29.33753038687704,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.5, 'e': 0.02750485379419011}",25,8,35.69858870946224,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.5, 'e': 0.027422339232807538}",25,14,20.235510225348946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.5, 'e': 0.027340072215109115}",30,11,34.69918155137667,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.5, 'e': 0.027258051998463786}",25,14,-18.721022437137506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1200,False,"{'a': 0.5, 'e': 0.027176277842468396}",20,5,25.790604668173774,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.5, 'e': 0.027094749008940988}",25,18,12.468106652934534,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.5, 'e': 0.027013464761914168}",20,11,15.216620542427204,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.5, 'e': 0.026932424367628424}",20,11,13.207808929533224,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.5, 'e': 0.02685162709452554}",25,15,19.57992330460497,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.5, 'e': 0.026771072213241962}",20,1,25.487967548981256,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.5, 'e': 0.026690758996602237}",30,12,33.49102819551728,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.5, 'e': 0.02661068671961243}",25,5,36.22579925556923,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.5, 'e': 0.026530854659453592}",20,14,11.236835038687627,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.5, 'e': 0.02645126209547523}",20,14,10.975072510712211,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.5, 'e': 0.026371908309188806}",20,14,10.980291181691168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.5, 'e': 0.02629279258426124}",20,1,28.525283762594153,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.5, 'e': 0.026213914206508454}",20,16,7.989729782841394,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.5, 'e': 0.02613527246388893}",25,11,26.396531133303455,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.5, 'e': 0.026056866646497263}",20,5,22.54238349485521,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.5, 'e': 0.02597869604655777}",30,20,19.983997011428503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.5, 'e': 0.025900759958418097}",25,6,31.47105362761649,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.5, 'e': 0.025823057678542843}",30,19,21.777613847400765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.5, 'e': 0.025745588505507216}",30,0,42.13797058336121,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1219,False,"{'a': 0.5, 'e': 0.025668351739990693}",25,15,19.739605158605997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.5, 'e': 0.02559134668477072}",20,10,16.97121915837313,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.5, 'e': 0.025514572644716408}",30,0,2.091937703836244,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1222,False,"{'a': 0.5, 'e': 0.02543802892678226}",25,15,18.783920838957787,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.5, 'e': 0.025361714840001912}",20,12,16.2388276635687,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.5, 'e': 0.025285629695481905}",30,16,31.246519903940932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.5, 'e': 0.025209772806395463}",30,12,33.855712637303945,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.5, 'e': 0.025134143487976275}",20,10,18.668589121357815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.5, 'e': 0.025058741057512345}",20,2,26.058510516201622,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.5, 'e': 0.02498356483433981}",25,13,24.492620507956804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.5, 'e': 0.02490861413983679}",25,3,36.46101741307316,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.5, 'e': 0.02483388829741728}",30,12,31.815370897823996,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.5, 'e': 0.024759386632525027}",30,14,29.947905699023078,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.5, 'e': 0.024685108472627452}",25,15,4.825389320975718,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.5, 'e': 0.024611053147209568}",20,16,6.141857438064211,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.5, 'e': 0.02453721998776794}",20,1,31.71475879490196,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.5, 'e': 0.024463608327804635}",25,16,16.166080707448927,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.5, 'e': 0.02439021750282122}",30,24,10.201854782188065,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.5, 'e': 0.02431704685031276}",20,3,31.504089426265477,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.5, 'e': 0.02424409570976182}",20,9,18.50977204300523,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.5, 'e': 0.024171363422632534}",25,4,35.508440054605124,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.5, 'e': 0.024098849332364638}",25,14,19.40819817238327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.5, 'e': 0.024026552784367543}",25,18,13.192868017781656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.5, 'e': 0.02395447312601444}",20,8,23.345287772124507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.5, 'e': 0.023882609706636398}",25,5,-6.659675674591523,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1244,False,"{'a': 0.5, 'e': 0.02381096187751649}",20,2,32.47577795677937,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.5, 'e': 0.02373952899188394}",20,16,7.679641116356695,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.5, 'e': 0.023668310404908285}",25,15,19.546387329025166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.5, 'e': 0.023597305473693563}",25,10,23.684868705159374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.5, 'e': 0.02352651355727248}",30,17,24.90784086961451,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.5, 'e': 0.023455934016600663}",20,7,22.52763431317527,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.5, 'e': 0.023385566214550863}",25,5,34.911763390500674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.5, 'e': 0.023315409515907208}",20,0,18.947853615596948,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1252,False,"{'a': 0.5, 'e': 0.023245463287359488}",25,8,27.223027075504827,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.5, 'e': 0.023175726897497407}",20,14,9.76114560104833,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.5, 'e': 0.023106199716804915}",25,11,26.304634454857297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.5, 'e': 0.0230368811176545}",20,13,12.55879103385272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.5, 'e': 0.022967770474301537}",35,21,25.01179110655967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.5, 'e': 0.022898867162878634}",20,10,17.83217538455201,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.5, 'e': 0.022830170561389997}",20,6,16.91499530607584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.5, 'e': 0.022761680049705826}",25,14,24.410361763107446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.5, 'e': 0.022693395009556708}",30,19,17.397951718696312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.5, 'e': 0.02262531482452804}",20,12,13.821655684327416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.5, 'e': 0.022557438880054455}",25,18,13.109577756117979,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.5, 'e': 0.022489766563414292}",25,16,14.989719549880977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.5, 'e': 0.022422297263724047}",30,13,31.39863757619748,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.5, 'e': 0.02235503037193288}",20,13,13.026308146038547,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.5, 'e': 0.022287965280817078}",20,3,31.116043345432736,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.5, 'e': 0.022221101384974625}",20,6,27.41085268961061,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.5, 'e': 0.022154438080819704}",35,21,25.436639714087562,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.5, 'e': 0.022087974766577242}",20,15,10.555719687299808,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.5, 'e': 0.02202171084227751}",20,12,10.787665386065305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.5, 'e': 0.021955645709750678}",20,16,6.551899546551346,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.5, 'e': 0.021889778772621427}",25,19,11.785658089129221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.5, 'e': 0.021824109436303564}",20,0,18.295090381081287,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1274,False,"{'a': 0.5, 'e': 0.021758637107994652}",35,0,49.02174644124612,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1275,False,"{'a': 0.5, 'e': 0.021693361196670667}",30,16,28.131317464975595,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.5, 'e': 0.021628281113080655}",20,0,34.600167107662024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1277,False,"{'a': 0.5, 'e': 0.021563396269741412}",30,19,22.017523181593937,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.5, 'e': 0.02149870608093219}",25,14,19.379679996383462,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.5, 'e': 0.021434209962689393}",20,14,8.981435241843482,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.5, 'e': 0.021369907332801325}",20,10,18.483289807092472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.5, 'e': 0.02130579761080292}",25,15,18.018300939238728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.5, 'e': 0.02124188021797051}",25,11,27.399946710308292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.5, 'e': 0.021178154577316602}",20,16,9.580487305340396,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.5, 'e': 0.02111462011358465}",30,8,36.706473257270844,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.5, 'e': 0.021051276253243895}",20,10,17.910316892992643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.5, 'e': 0.020988122424484165}",20,12,14.718066180436669,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.5, 'e': 0.02092515805721071}",20,12,17.39436167907737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.5, 'e': 0.02086238258303908}",20,6,21.99006491209831,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.5, 'e': 0.020799795435289963}",25,20,7.293543438432072,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.5, 'e': 0.020737396048984093}",25,16,16.055415774645322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.5, 'e': 0.02067518386083714}",20,10,18.51834290327041,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.5, 'e': 0.02061315830925463}",20,11,16.343296082960368,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.5, 'e': 0.020551318834326864}",20,11,5.248993552693603,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1294,False,"{'a': 0.5, 'e': 0.020489664877823884}",30,22,14.554464573215817,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.5, 'e': 0.020428195883190413}",25,14,19.036699359277186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.5, 'e': 0.02036691129554084}",30,21,19.735115189975048,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.5, 'e': 0.020305810561654217}",20,9,19.613816880419748,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.5, 'e': 0.020244893129969257}",25,19,12.967840894699806,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.5, 'e': 0.02018415845057935}",20,14,12.110459182477303,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.5, 'e': 0.02012360597522761}",25,15,21.41604919680709,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.5, 'e': 0.020063235157301927}",20,2,30.53109978505816,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.5, 'e': 0.020003045451830022}",20,0,32.36245373883726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1303,False,"{'a': 0.5, 'e': 0.019943036315474533}",20,8,-22.034423401441106,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1304,False,"{'a': 0.5, 'e': 0.019883207206528107}",20,9,17.72768677211207,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.5, 'e': 0.019823557584908523}",20,2,27.297917130658227,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.5, 'e': 0.019764086912153797}",20,8,22.38393231156948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.5, 'e': 0.019704794651417334}",25,10,28.315998108856945,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.5, 'e': 0.019645680267463085}",25,16,21.304378210061635,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.5, 'e': 0.019586743226660694}",30,17,26.881345703462546,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.5, 'e': 0.019527982996980713}",25,12,13.346783700707384,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1311,False,"{'a': 0.5, 'e': 0.01946939904798977}",20,11,14.639346783243068,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.5, 'e': 0.0194109908508458}",20,3,29.535489504007924,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.5, 'e': 0.019352757878293263}",20,4,29.40061345389199,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.5, 'e': 0.019294699604658384}",20,15,10.11545145585166,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.5, 'e': 0.01923681550584441}",20,0,28.191666894935718,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.5, 'e': 0.019179105059326875}",20,7,24.92088559118176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.5, 'e': 0.019121567744148894}",30,24,11.108961050401444,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.5, 'e': 0.01906420304091645}",20,12,12.069785989967931,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.5, 'e': 0.0190070104317937}",35,17,29.61970822282427,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.5, 'e': 0.018949989400498315}",30,17,16.754405514973104,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.5, 'e': 0.018893139432296823}",25,17,11.600090752479096,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.5, 'e': 0.018836460013999932}",20,1,29.343148959895235,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.5, 'e': 0.01877995063395793}",30,12,35.22988731666851,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.5, 'e': 0.018723610782056057}",25,16,7.518064183539085,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1325,False,"{'a': 0.5, 'e': 0.01866743994970989}",25,6,-42.83377117389948,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
1326,False,"{'a': 0.5, 'e': 0.01861143762986076}",25,11,29.2926026121552,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.5, 'e': 0.01855560331697118}",25,15,19.78677942924837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.5, 'e': 0.018499936507020264}",20,0,34.147463066661125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1329,False,"{'a': 0.5, 'e': 0.018444436697499202}",20,12,15.261498606698748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.5, 'e': 0.018389103387406704}",20,16,8.213774453931352,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.5, 'e': 0.018333936077244487}",20,6,28.08335728174322,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.5, 'e': 0.018278934269012753}",25,11,14.018033293086399,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1333,False,"{'a': 0.5, 'e': 0.018224097466205715}",25,14,20.901229026311693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.5, 'e': 0.018169425173807097}",30,22,16.6304818700087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.5, 'e': 0.018114916898285677}",20,11,16.06526973026763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.5, 'e': 0.01806057214759082}",20,5,23.914923932868355,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.5, 'e': 0.018006390431148045}",20,8,18.176481238976866,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.5, 'e': 0.0179523712598546}",20,0,31.772594474265432,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.5, 'e': 0.01789851414607504}",20,5,26.310226534434197,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.5, 'e': 0.017844818603636813}",25,0,37.18570281683292,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1341,False,"{'a': 0.5, 'e': 0.017791284147825902}",30,0,7.819431854008744,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1342,False,"{'a': 0.5, 'e': 0.017737910295382422}",20,0,26.20383204508898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1343,False,"{'a': 0.5, 'e': 0.017684696564496276}",30,0,42.24491650221317,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1344,False,"{'a': 0.5, 'e': 0.017631642474802787}",20,3,31.237685293902558,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.5, 'e': 0.01757874754737838}",20,10,10.08476333200413,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1346,False,"{'a': 0.5, 'e': 0.017526011304736244}",25,3,32.96175920785638,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
